,w,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
8940,says,e41,eaten,e36,because,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8941,says,e41,made,e40,because,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8942,says,e41,going,e38,because,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8943,made,e40,eaten,e36,because,2,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",1.0
8944,eaten,e36,going,e38,because,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8945,made,e40,going,e38,because,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8946,says,e41,eaten,e36,have,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8947,says,e41,made,e40,have,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8948,says,e41,going,e38,have,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8949,eaten,e36,made,e40,have,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8950,eaten,e36,going,e38,have,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8951,made,e40,going,e38,have,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8952,says,e41,eaten,e36,make,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8953,says,e41,made,e40,make,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8954,says,e41,going,e38,make,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8955,eaten,e36,made,e40,make,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8956,eaten,e36,going,e38,make,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8957,made,e40,going,e38,make,0,wsj_0610.tml,WSJ891030-0089,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",
8958,think,e49,said,e53,get,0,wsj_0610.tml,WSJ891030-0089,"""I do n't think Kellogg can get back to 40% this year,"" he said. ",
8959,think,e49,get,e51,get,0,wsj_0610.tml,WSJ891030-0089,"""I do n't think Kellogg can get back to 40% this year,"" he said. ",
8960,said,e53,get,e51,get,0,wsj_0610.tml,WSJ891030-0089,"""I do n't think Kellogg can get back to 40% this year,"" he said. ",
8961,surprised,e58,said,e57,so,0,wsj_0610.tml,WSJ891030-0089,"Mr. Maxwell said he would n't be surprised if, over the next two years or so, General Mills' share increased to 30% or more.    ",
8962,surprised,e58,increased,e62,so,0,wsj_0610.tml,WSJ891030-0089,"Mr. Maxwell said he would n't be surprised if, over the next two years or so, General Mills' share increased to 30% or more.    ",
8963,said,e57,increased,e62,so,0,wsj_0610.tml,WSJ891030-0089,"Mr. Maxwell said he would n't be surprised if, over the next two years or so, General Mills' share increased to 30% or more.    ",
8964,met,e66,announcing,e63,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8965,met,e66,said,e65,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8966,met,e66,delay,e64,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8967,met,e66,growth,e224,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8968,met,e66,expectations,e223,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8969,announcing,e63,said,e65,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8970,announcing,e63,delay,e64,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8971,announcing,e63,growth,e224,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8972,announcing,e63,expectations,e223,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8973,said,e65,delay,e64,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8974,said,e65,growth,e224,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8975,said,e65,expectations,e223,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8976,delay,e64,growth,e224,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8977,delay,e64,expectations,e223,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8978,growth,e224,expectations,e223,have,0,wsj_0610.tml,WSJ891030-0089,"In announcing the plant delay, Kellogg Chairman William E. LaMothe said, ""Cereal volume growth in the U.S. has not met our expectations for 1989."" ",
8979,grow,e77,has,e75,have,0,wsj_0610.tml,WSJ891030-0089,Kellogg indicated that it has room to grow without adding facilities.,
8980,grow,e77,adding,e229,have,0,wsj_0610.tml,WSJ891030-0089,Kellogg indicated that it has room to grow without adding facilities.,
8981,grow,e77,indicated,e74,have,0,wsj_0610.tml,WSJ891030-0089,Kellogg indicated that it has room to grow without adding facilities.,
8982,has,e75,adding,e229,have,0,wsj_0610.tml,WSJ891030-0089,Kellogg indicated that it has room to grow without adding facilities.,
8983,has,e75,indicated,e74,have,0,wsj_0610.tml,WSJ891030-0089,Kellogg indicated that it has room to grow without adding facilities.,
8984,adding,e229,indicated,e74,have,0,wsj_0610.tml,WSJ891030-0089,Kellogg indicated that it has room to grow without adding facilities.,
8985,add,e81,has,e78,as,0,wsj_0610.tml,WSJ891030-0089,"The company has five other U.S. plants, including a modern facility at its Battle Creek headquarters known as Building 100, which is to add bran-processing and rice-processing capacity next year.    ",
8986,add,e81,has,e78,have,0,wsj_0610.tml,WSJ891030-0089,"The company has five other U.S. plants, including a modern facility at its Battle Creek headquarters known as Building 100, which is to add bran-processing and rice-processing capacity next year.    ",
8987,finds,e82,constrained,e83,because,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8988,finds,e82,operating,e86,because,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8989,finds,e82,boosting,e85,because,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8990,constrained,e83,operating,e86,because,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8991,constrained,e83,boosting,e85,because,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8992,operating,e86,boosting,e85,because,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8993,finds,e82,constrained,e83,from,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8994,finds,e82,operating,e86,from,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8995,finds,e82,boosting,e85,from,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8996,operating,e86,constrained,e83,from,2,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",1.0
8997,constrained,e83,boosting,e85,from,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8998,operating,e86,boosting,e85,from,0,wsj_0610.tml,WSJ891030-0089,"General Mills, meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity. ",
8999,regain,e107,capacity,e242,as,0,wsj_0610.tml,WSJ891030-0089,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",
9000,regain,e107,resuming,e116,as,0,wsj_0610.tml,WSJ891030-0089,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",
